source_code,source_concept_id,source_vocabulary_id,source_concept_class_id,concept_name,source_code_description,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_domain,valid_start_date,valid_end_date
O19032B5,42397598,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Thoracic surgeon Regional trauma center severe trauma holiday (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","부분체외순환-ECMO 사용, 흉부외과전문의 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903600,42272505,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate","부분체외순환-ECMO 사용, 신생아",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903610,42278605,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate, Nighttime","부분체외순환-ECMO 사용, 신생아 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903620,42286199,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Emergency","부분체외순환-ECMO 사용, 신생아 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903630,42288646,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Emergency Nighttime","부분체외순환-ECMO 사용, 신생아 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903640,42286588,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Emergency holiday","부분체외순환-ECMO 사용, 신생아 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903650,42274744,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate, holiday","부분체외순환-ECMO 사용, 신생아 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903A00,42213571,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months","부분체외순환-ECMO 사용, 만1세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903A10,42221638,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months, Nighttime","부분체외순환-ECMO 사용, 만1세미만 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903A20,42229451,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months, emergency","부분체외순환-ECMO 사용, 만1세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903A30,42231807,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Emergency Nighttime","부분체외순환-ECMO 사용, 만1세미만 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903A40,42230249,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Emergency holiday","부분체외순환-ECMO 사용, 만1세미만 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903A50,42216391,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months, holiday","부분체외순환-ECMO 사용, 만1세미만 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903B00,42238098,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months","부분체외순환-ECMO 사용, 만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903B10,42245549,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months, Nighttime","부분체외순환-ECMO 사용, 만1세이상~만6세미만 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903B20,42252475,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months, emergency","부분체외순환-ECMO 사용, 만1세이상~만6세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903B30,42254876,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Emergency Nighttime","부분체외순환-ECMO 사용, 만1세이상~만6세미만 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903B40,42253633,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Emergency holiday","부분체외순환-ECMO 사용, 만1세이상~만6세미만 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903B50,42239883,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months, holiday","부분체외순환-ECMO 사용, 만1세이상~만6세미만 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903L00,42258993,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon","부분체외순환-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903L10,42259672,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon Nighttime","부분체외순환-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903L20,42260144,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon Emergency","부분체외순환-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903L30,42260497,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon Emergency Nighttime","부분체외순환-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903L40,42260228,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon Emergency holiday","부분체외순환-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903L50,42259214,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon holiday","부분체외순환-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903P00,42235547,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon","부분체외순환-ECMO 사용, 만1세미만 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903P10,42235971,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon Nighttime","부분체외순환-ECMO 사용, 만1세미만 흉부외과 전문의 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903P20,42393471,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon Emergency","부분체외순환-ECMO 사용, 만1세미만 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903P30,42393777,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon Emergency Nighttime","부분체외순환-ECMO 사용, 만1세미만 흉부외과 전문의 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903P40,42393609,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon Emergency holiday","부분체외순환-ECMO 사용, 만1세미만 흉부외과 전문의 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903P50,42392672,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon holiday","부분체외순환-ECMO 사용, 만1세미만 흉부외과 전문의 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903V00,42292392,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon","부분체외순환-ECMO 사용, 신생아 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903V10,42292705,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon Nighttime","부분체외순환-ECMO 사용, 신생아 흉부외과 전문의 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903V20,42293150,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon Emergency","부분체외순환-ECMO 사용, 신생아 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903V30,42395831,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon Emergency Nighttime","부분체외순환-ECMO 사용, 신생아 흉부외과 전문의 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903V40,42293345,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon Emergency holiday","부분체외순환-ECMO 사용, 신생아 흉부외과 전문의 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1903V50,42395351,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon holiday","부분체외순환-ECMO 사용, 신생아 흉부외과 전문의 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904,42361862,EDI,Proc Hierarchy,Partial Extracorporeal Circulation-ECMO,"부분체외순환10시간초과익일부터[1일당]-ECMO 사용, NA",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904002,42153951,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Neonate","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)신생아",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904003,42107089,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Under 12 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904005,42132530,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904020,42319325,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904022,42168755,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Neonate Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)신생아 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904023,42121821,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Under 12 months Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904025,42145453,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세이상~만6세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904080,42178045,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,clinic, dental clinic(including Public Health and Medical care center) Nighttime, Saturday, holiday","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (의원·치과의원(보건의료원포함)) 야간,공휴,토요",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904090,42193625,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,regional trauma center, Severe trauma","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 권역외상센터중증외상",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904092,42197839,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Regional trauma center severe trauma (Senior General Hospital, General Hospital Neonate","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 권역외상센터중증외상 (상급종합병원·종합병원)신생아",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904093,42194750,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Regional trauma center severe trauma (Senior General Hospital, General Hospital) Under 12 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 권역외상센터중증외상 (상급종합병원·종합병원)만1세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904095,42196700,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Regional trauma center severe trauma (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 권역외상센터중증외상 (상급종합병원·종합병원)만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904200,42351225,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Cardiothoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904202,42174753,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Neonate Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)신생아 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904203,42128159,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세미만 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904205,42390729,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904220,42353259,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Thoracic surgeon second surgery Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904222,42176235,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)신생아 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904223,42129481,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세미만 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904225,42391250,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Thoracic surgeon Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904280,42182766,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,clinic, dental clinic(including Public Health and Medical care center) Nighttime, Saturday, holiday Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, (의원·치과의원(보건의료원포함))야간,토요,공휴 흉부외과전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904290,42354447,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Thoracic surgeon Regional trauma center severe trauma","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 흉부외과전문의 권역외상센터중증외상",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904292,42355102,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Thoracic surgeon Regional trauma center severe trauma (Senior General Hospital, General Hospital) Neonate","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 흉부외과전문의 권역외상센터중증외상 (상급종합병원·종합병원)신생아",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904293,42354595,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Thoracic surgeon Regional trauma center severe trauma (Senior General Hospital, General Hospital) Under 12 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 흉부외과전문의 권역외상센터중증외상 (상급종합병원·종합병원)만1세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904295,42354871,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Thoracic surgeon Regional trauma center severe trauma (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 흉부외과전문의 권역외상센터중증외상 (상급종합병원·종합병원)만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904600,42271840,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 신생아",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904620,42285914,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 신생아 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904A00,42214673,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904A20,42229123,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months, emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904B00,42237465,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904B20,42252301,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months, emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세이상~만6세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904L00,42259027,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904L20,42260108,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,More than 12 months~ Under 72 months Thoracic surgeon Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세이상~만6세미만 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904P00,42235673,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세미만 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904P20,42393445,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Under 12 months Thoracic surgeon Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 만1세미만 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904V00,42292511,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 신생아 흉부외과 전문의",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1904V20,42293263,EDI,Procedure,"Partial Extracorporeal Circulation-ECMO,Neonate Thoracic surgeon Emergency","부분체외순환10시간초과익일부터[1일당]-ECMO 사용, 신생아 흉부외과 전문의 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905,42365919,EDI,Proc Hierarchy,Partial Extracorporeal Circulation-ILA Membrane Ventilator,"부분체외순환-ILA Membrane Ventilator 사용, NA",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905002,42154508,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Neonate","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)신생아",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905003,42108064,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Under 12 months","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905005,42131440,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세이상~만6세미만",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905010,42294076,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,Nighttime","부분체외순환-ILA Membrane Ventilator 사용, 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905012,42161721,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Neonate Nighttime","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)신생아 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905013,42114930,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Under 12 months Nighttime","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세미만 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905015,42139972,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Nighttime","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세이상~만6세미만 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905020,42319059,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,emergency","부분체외순환-ILA Membrane Ventilator 사용, 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905022,42168804,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Neonate Emergency","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)신생아 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905023,42121585,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Under 12 months Emergency","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905025,42145809,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Emergency","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세이상~만6세미만 응급",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905030,42322614,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,Emergency Nighttime","부분체외순환-ILA Membrane Ventilator 사용, 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905032,42170537,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Neonate emergency Nighttime","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)신생아 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905033,42124268,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Under 12 months emergency Nighttime","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세미만 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905035,42147810,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency Nighttime","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세이상~만6세미만 응급 야간",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905040,42319472,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,Emergency holiday","부분체외순환-ILA Membrane Ventilator 사용, 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905042,42168942,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Neonate emergency holiday","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)신생아 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905043,42122732,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) Under 12 months emergency holiday","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세미만 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
O1905045,42146777,EDI,Procedure,"Partial Extracorporeal Circulation-ILA Membrane Ventilator,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency holiday","부분체외순환-ILA Membrane Ventilator 사용, (상급종합병원·종합병원)만1세이상~만6세미만 응급 공휴일",4052536,Extracorporeal membrane oxygenation,SNOMED,Procedure,20200319,20991231
